Jahr;Monat;Land;Ausfuhr: Gewicht in t;t;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Ausfuhr: Wert Tsd. EUR;Tsd. EUR;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Ausfuhr Wert Tsd. US $;Tsd. US $;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr: Gewicht t;t;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr Weert Tsd. EUR;Tsd. EUR;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%);Einfuhr: Wert Tsd. US $;Tsd. US $;Veränderung zum Vorjahresmonat (%);Veränderung zum Vorjahresmonat (%)
2016;September;Vereinigte Staaten von Amerika;731889,9;e;-14,8;e;9078777;e;-15;e;10179124;e;-15,1;e;1380290,2;e;-15,3;e;4730668;e;-5,8;e;5304025;e;-5,9;e
2016;Oktober;Vereinigte Staaten von Amerika;688470,9;e;-4,3;e;8771569;e;-14;e;9671532;e;-15,6;e;1283704,1;e;-25,3;e;4645512;e;-12,9;e;5122141;e;-14,5;e
2016;November;Vereinigte Staaten von Amerika;695489,9;e;-6,8;e;9762258;e;2,7;e;10542262;e;3,3;e;1826317,8;e;17,8;e;5292214;e;1,1;e;5715061;e;1,7;e
2016;Dezember;Vereinigte Staaten von Amerika;743921,7;e;15,5;e;8628946;e;-1,8;e;9097497;e;-4,8;e;1328085,4;e;-31,1;e;4714214;e;-5,1;e;4970195;e;-8,1;e
2017;Januar;Vereinigte Staaten von Amerika;668672,9;e;7,1;e;8942446;e;20,4;e;9491512;e;17,7;e;1454072,4;e;-6,9;e;4974726;e;9,8;e;5280173;e;7,3;e
2017;Februar;Vereinigte Staaten von Amerika;647020,2;e;-5,7;e;9124932;e;2,4;e;9711665;e;-1,8;e;1550754,6;e;-18,7;e;4686160;e;-3,4;e;4987480;e;-7,3;e
2017;März;Vereinigte Staaten von Amerika;992690,4;e;30,8;e;11251515;e;6,9;e;12022243;e;2,9;e;1464660,2;e;-0,1;e;6126003;e;15,8;e;6545633;e;11,5;e
2017;April;Vereinigte Staaten von Amerika;710412,8;e;-3,5;e;8246878;e;-8,9;e;8843127;e;-13,9;e;1148401,9;e;-22,5;e;4973268;e;3,1;e;5332835;e;-2,5;e
2017;Mai;Vereinigte Staaten von Amerika;820735;e;14,2;e;9492964;e;20,9;e;10497319;e;18,2;e;1011761,8;e;-32,8;e;5489783;e;15,3;e;6070602;e;12,7;e
2017;Juni;Vereinigte Staaten von Amerika;797097,7;e;10,6;e;8803596;e;-7,3;e;9885557;e;-7,3;e;1201637;e;3,5;e;5274096;e;12,2;e;5922282;e;12,2;e
2017;Juli;Vereinigte Staaten von Amerika;820216,4;e;16,9;e;9162597;e;4;e;10547065;e;8,1;e;962688;e;-28,5;e;4737850;e;0,1;e;5453739;e;4,1;e
2017;August;Vereinigte Staaten von Amerika;836067,4;e;22,7;e;8995070;e;5,9;e;10620479;e;11,5;e;1509311,5;e;17,2;e;5103030;e;4,3;e;6025148;e;9,8;e
2017;September;Vereinigte Staaten von Amerika;841394,8;e;15;e;9193517;e;1,3;e;10954075;e;7,6;e;1430582,1;e;3,6;e;4984412;e;5,4;e;5938926;e;12;e
2017;Oktober;Vereinigte Staaten von Amerika;821529,5;e;19,3;e;9174468;e;4,6;e;10785505;e;11,5;e;1744505,4;e;35,9;e;5198946;e;11,9;e;6111881;e;19,3;e
2017;November;Vereinigte Staaten von Amerika;883033,6;e;27;e;10346873;e;6;e;12145159;e;15,2;e;1856932;e;1,7;e;5480639;e;3,6;e;6433174;e;12,6;e
2017;Dezember;Vereinigte Staaten von Amerika;744261,6;e;0;e;9070334;e;5,1;e;10735647;e;18;e;1758444,4;e;32,4;e;4873256;e;3,4;e;5767986;e;16,1;e
2018;Januar;Vereinigte Staaten von Amerika;788620,8;e;17,9;e;8562596;e;-4,2;e;10446365;e;10,1;e;1477910,6;e;1,6;e;5096119;e;2,4;e;6217263;e;17,7;e
2018;Februar;Vereinigte Staaten von Amerika;777267,5;e;20,1;e;8657029;e;-5,1;e;10689699;e;10,1;e;1932562,1;e;24,6;e;5169426;e;10,3;e;6383206;e;28;e
2018;März;Vereinigte Staaten von Amerika;890510,5;e;-10,3;e;10900815;e;-3,1;e;13447245;e;11,9;e;1527842,5;e;4,3;e;5294262;e;-13,6;e;6531002;e;-0,2;e
2018;April;Vereinigte Staaten von Amerika;809851,3;e;14;e;9323984;e;13,1;e;11446123;e;29,4;e;1659939,1;e;44,5;e;5602382;e;12,6;e;6877483;e;29;e
2018;Mai;Vereinigte Staaten von Amerika;786888,3;e;-4,1;e;8496464;e;-10,5;e;10036023;e;-4,4;e;1654058,3;e;63,5;e;5536751;e;0,9;e;6540010;e;7,7;e
2018;Juni;Vereinigte Staaten von Amerika;839164,9;e;5,3;e;9933727;e;12,8;e;11600607;e;17,3;e;1407473,7;e;17,1;e;5276457;e;0;e;6161847;e;4;e
2018;Juli;Vereinigte Staaten von Amerika;898631;e;9,6;e;10086075;e;10,1;e;11786588;e;11,8;e;1841163,6;e;91,3;e;5479959;e;15,7;e;6403881;e;17,4;e
2018;August;Vereinigte Staaten von Amerika;954768,4;e;14,2;e;9421219;e;4,7;e;10880566;e;2,4;e;1739761,2;e;15,3;e;5330259;e;4,5;e;6155916;e;2,2;e
2018;September;Vereinigte Staaten von Amerika;813423,5;e;-3,3;e;9262323;e;0,7;e;10798941;e;-1,4;e;2069593,7;e;44,7;e;5423159;e;8,8;e;6322859;e;6,5;e
2018;Oktober;Vereinigte Staaten von Amerika;884952,8;e;7,7;e;10057387;e;9,6;e;11549903;e;7,1;e;2118322,7;e;21,4;e;5853058;e;12,6;e;6721651;e;10;e
2018;November;Vereinigte Staaten von Amerika;836125,4;e;-5,3;e;10162697;e;-1,8;e;11551938;e;-4,9;e;1998935,2;e;7,6;e;5686807;e;3,8;e;6464193;e;0,5;e
2018;Dezember;Vereinigte Staaten von Amerika;642553,7;e;-13,7;e;8476255;e;-6,5;e;9649369;e;-10,1;e;2390761,6;e;36;e;4744624;e;-2,6;e;5401280;e;-6,4;e
2019;Januar;Vereinigte Staaten von Amerika;843228;e;6,9;e;9479264;e;10,7;e;10821527;e;3,6;e;1737041;e;17,5;e;5780036;e;13,4;e;6598489;e;6,1;e
2019;Februar;Vereinigte Staaten von Amerika;782517,7;e;0,7;e;9066708;e;4,7;e;10291620;e;-3,7;e;2282201,5;e;18,1;e;5942652;e;15;e;6745504;e;5,7;e
2019;März;Vereinigte Staaten von Amerika;968573,6;e;8,8;e;10615841;e;-2,6;e;11998023;e;-10,8;e;1781926,4;e;16,6;e;5948775;e;12,4;e;6723305;e;2,9;e
2019;April;Vereinigte Staaten von Amerika;784498,1;e;-3,1;e;9784022;e;4,9;e;10995283;e;-3,9;e;1540932,6;e;-7,2;e;5773290;e;3,1;e;6488022;e;-5,7;e
2019;Mai;Vereinigte Staaten von Amerika;786030,2;e;-0,1;e;10194868;e;20;e;11402960;e;13,6;e;1919824;e;16,1;e;6074465;e;9,7;e;6794288;e;3,9;e
2019;Juni;Vereinigte Staaten von Amerika;662961,7;e;-21;e;9237201;e;-7;e;10431571;e;-10,1;e;1257963,3;e;-10,6;e;5380269;e;2;e;6075937;e;-1,4;e
2019;Juli;Vereinigte Staaten von Amerika;924447,6;e;2,9;e;11257724;e;11,6;e;12628915;e;7,1;e;1799690,3;e;-2,3;e;6082763;e;11;e;6823643;e;6,6;e
2019;August;Vereinigte Staaten von Amerika;730754,3;e;-23,5;e;9742503;e;3,4;e;10839508;e;-0,4;e;1986983,1;e;14,2;e;5723825;e;7,4;e;6368327;e;3,5;e
2019;September;Vereinigte Staaten von Amerika;781533,8;e;-3,9;e;9911278;e;7;e;10906370;e;1;e;1478503,8;e;-28,6;e;6053507;e;11,6;e;6661280;e;5,4;e
2019;Oktober;Vereinigte Staaten von Amerika;827345,2;e;-6,5;e;11069674;e;10,1;e;12235310;e;5,9;e;1938218,7;e;-8,5;e;7150190;e;22,2;e;7903105;e;17,6;e
2019;November;Vereinigte Staaten von Amerika;670527,4;e;-19,8;e;9873650;e;-2,8;e;10911370;e;-5,5;e;1771341,5;e;-11,4;e;5912610;e;4;e;6534025;e;1,1;e
2019;Dezember;Vereinigte Staaten von Amerika;667242,7;e;3,8;e;8447407;e;-0,3;e;9387603;e;-2,7;e;1947673;e;-18,5;e;5511734;e;16,2;e;6125188;e;13,4;e
2020;Januar;Vereinigte Staaten von Amerika;698817,2;e;-17,1;e;9021744;e;-4,8;e;10014134;e;-7,5;e;1844050,8;e;6,2;e;6127579;e;6;e;6801612;e;3,1;e
2020;Februar;Vereinigte Staaten von Amerika;723927,9;e;-7,5;e;9532310;e;5,1;e;10394983;e;1;e;1754515;e;-23,1;e;5861501;e;-1,4;e;6391967;e;-5,2;e
2020;März;Vereinigte Staaten von Amerika;812321,9;e;-16,1;e;10225529;e;-3,7;e;11312503;e;-5,7;e;1762624,6;e;-1,1;e;6525806;e;9,7;e;7219499;e;7,4;e
2020;April;Vereinigte Staaten von Amerika;733553,2;e;-6,5;e;6289001;e;-35,7;e;6831112;e;-37,9;e;1570876,6;e;1,9;e;6057107;e;4,9;e;6579229;e;1,4;e
2020;Mai;Vereinigte Staaten von Amerika;506466;e;-35,6;e;6464527;e;-36,6;e;7047627;e;-38,2;e;1826123,9;e;-4,9;e;4425321;e;-27,1;e;4824485;e;-29;e
2020;Juni;Vereinigte Staaten von Amerika;659958,2;e;-0,5;e;7292050;e;-21,1;e;8207203;e;-21,3;e;1517128,2;e;20,6;e;4438067;e;-17,5;e;4995046;e;-17,8;e
2020;Juli;Vereinigte Staaten von Amerika;687122,6;e;-25,7;e;9223675;e;-18,1;e;10573099;e;-16,3;e;1969030,3;e;9,4;e;5234344;e;-13,9;e;6000128;e;-12,1;e
2020;August;Vereinigte Staaten von Amerika;640810,6;e;-12,3;e;7608844;e;-21,9;e;8999740;e;-17;e;2145213,9;e;8;e;5599472;e;-2,2;e;6623055;e;4;e
2020;September;Vereinigte Staaten von Amerika;824749,4;e;5,5;e;9251524;e;-6,7;e;10909397;e;0;e;2002471,8;e;35,4;e;6210606;e;2,6;e;7323547;e;9,9;e
2020;Oktober;Vereinigte Staaten von Amerika;830019,4;e;0,3;e;9847263;e;-11;e;11595152;e;-5,2;e;3016358,7;e;55,6;e;5777440;e;-19,2;e;6802935;e;-13,9;e
2020;November;Vereinigte Staaten von Amerika;839652;e;25,2;e;9573903;e;-3;e;11333586;e;3,9;e;1785181,2;e;0,8;e;5829648;e;-1,4;e;6901136;e;5,6;e
2020;Dezember;Vereinigte Staaten von Amerika;756347,9;e;13,4;e;9145651;e;8,3;e;11130257;e;18,6;e;2497069,3;e;28,2;e;5607266;e;1,7;e;6824042;e;11,4;e
2021;Januar;Vereinigte Staaten von Amerika;647896,5;e;-7,3;e;8449110;e;-6,3;e;10283412;e;2,7;e;1854379,3;e;0,6;e;4758837;e;-22,3;e;5791980;e;-14,8;e
2021;Februar;Vereinigte Staaten von Amerika;816871;e;12,8;e;9482008;e;-0,5;e;11471333;e;10,4;e;1818028,8;e;3,6;e;5124267;e;-12,6;e;6199337;e;-3;e
2021;März;Vereinigte Staaten von Amerika;918108,3;e;13;e;11150881;e;9;e;13268434;e;17,3;e;2234121,7;e;26,7;e;6700012;e;2,7;e;7972344;e;10,4;e
2021;April;Vereinigte Staaten von Amerika;872790,9;e;19;e;10062327;e;60;e;12053661;e;76,5;e;1571900,3;e;0,1;e;6146836;e;1,5;e;7363295;e;11,9;e
2021;Mai;Vereinigte Staaten von Amerika;803816,4;e;58,7;e;9079249;e;40,4;e;11027655;e;56,5;e;1813940,6;e;-0,7;e;5860342;e;32,4;e;7117972;e;47,5;e
2021;Juni;Vereinigte Staaten von Amerika;849754,2;e;28,8;e;10243929;e;40,5;e;12340860;e;50,4;e;2427031,3;e;60;e;6828819;e;53,9;e;8226678;e;64,7;e
2021;Juli;Vereinigte Staaten von Amerika;887680,3;e;29,2;e;10834765;e;17,5;e;12808858;e;21,1;e;1679778,2;e;-14,7;e;5480966;e;4,7;e;6479596;e;8;e
2021;August;Vereinigte Staaten von Amerika;744939,8;e;16,2;e;9396478;e;23,5;e;11061534;e;22,9;e;1857250,6;e;-13,4;e;6296641;e;12,5;e;7412406;e;11,9;e
2021;September;Vereinigte Staaten von Amerika;851236,2;e;3,2;e;10710267;e;15,8;e;12605984;e;15,6;e;2160023,7;e;7,9;e;6326466;e;1,9;e;7446250;e;1,7;e
2021;Oktober;Vereinigte Staaten von Amerika;944062,8;e;13,7;e;10890356;e;10,6;e;12633901;e;9;e;2138342,5;e;-29,1;e;6070417;e;5,1;e;7042289;e;3,5;e
2021;November;Vereinigte Staaten von Amerika;931178,6;e;10,9;e;10997817;e;14,9;e;12552908;e;10,8;e;1492959,1;e;-16,4;e;6354731;e;9;e;7253290;e;5,1;e
2021;Dezember;Vereinigte Staaten von Amerika;808142,6;e;6,8;e;10682473;e;16,8;e;12075468;e;8,5;e;2636804,8;e;5,6;e;6367171;e;13,6;e;7197450;e;5,5;e
2022;Januar;Vereinigte Staaten von Amerika;810133,7;e;25;e;9962357;e;17,9;e;11271411;e;9,6;e;2890508,3;e;55,9;e;6430013;e;35,1;e;7274916;e;25,6;e
2022;Februar;Vereinigte Staaten von Amerika;834851,4;e;2,2;e;10940747;e;15,4;e;12408995;e;8,2;e;2174932,6;e;19,6;e;6127260;e;19,6;e;6949538;e;12,1;e
2022;März;Vereinigte Staaten von Amerika;972856,3;e;6;e;13817682;e;23,9;e;15225704;e;14,8;e;1925834,2;e;-13,8;e;7699239;e;14,9;e;8483792;e;6,4;e
2022;April;Vereinigte Staaten von Amerika;824457,3;e;-5,5;e;11910878;e;18,4;e;12886378;e;6,9;e;2011105,2;e;27,9;e;6847209;e;11,4;e;7407994;e;0,6;e
2022;Mai;Vereinigte Staaten von Amerika;906141;e;12,7;e;13444617;e;48,1;e;14223060;e;29;e;2535109,9;e;39,8;e;7970148;e;36;e;8431619;e;18,5;e
2022;Juni;Vereinigte Staaten von Amerika;880201,2;e;3,6;e;14329121;e;39,9;e;15140150;e;22,7;e;2755911,9;e;13,6;e;8531654;e;24,9;e;9014545;e;9,6;e
2022;Juli;Vereinigte Staaten von Amerika;815596,6;e;-8,1;e;12397067;e;14,4;e;12618974;e;-1,5;e;2871325,2;e;70,9;e;7990709;e;45,8;e;8133741;e;25,5;e
2022;August;Vereinigte Staaten von Amerika;931786,8;e;25,1;e;13326927;e;41,8;e;13497511;e;22;e;2400834,7;e;29,3;e;8374210;e;33;e;8481398;e;14,4;e
2022;September;Vereinigte Staaten von Amerika;996985,2;e;17,1;e;15328662;e;43,1;e;15181508;e;20,4;e;2552040,6;e;18,1;e;8414548;e;33;e;8333772;e;11,9;e
2022;Oktober;Vereinigte Staaten von Amerika;901563,6;e;-4,5;e;13952493;e;28,1;e;13709721;e;8,5;e;2797766,9;e;30,8;e;8359504;e;37,7;e;8214051;e;16,6;e
2022;November;Vereinigte Staaten von Amerika;923869,4;e;-0,8;e;14394751;e;30,9;e;14684084;e;17;e;2995044,6;e;100,6;e;8788748;e;38,3;e;8965400;e;23,6;e
2022;Dezember;Vereinigte Staaten von Amerika;846835,2;e;4,8;e;12402944;e;16,1;e;13133477;e;8,8;e;2918857,5;e;10,7;e;7812304;e;22,7;e;8272448;e;14,9;e
2023;Januar;Vereinigte Staaten von Amerika;805958,2;e;-0,5;e;12100369;e;21,5;e;13030888;e;15,6;e;3308762,5;e;14,5;e;8418123;e;30,9;e;9065477;e;24,6;e
2023;Februar;Vereinigte Staaten von Amerika;860599,6;e;3,1;e;13123950;e;20;e;14062314;e;13,3;e;3038861;e;39,7;e;7422100;e;21,1;e;7952781;e;14,4;e
2023;März;Vereinigte Staaten von Amerika;871678,7;e;-10,4;e;14606265;e;5,7;e;15637467;e;2,7;e;3459385,1;e;79,6;e;8931769;e;16;e;9562351;e;12,7;e
2023;April;Vereinigte Staaten von Amerika;781970,5;e;-5,2;e;11948209;e;0,3;e;13104795;e;1,7;e;2865160;e;42,5;e;7684782;e;12,2;e;8428668;e;13,8;e
2023;Mai;Vereinigte Staaten von Amerika;845443,6;e;-6,7;e;12488485;e;-7,1;e;13572486;e;-4,6;e;2952179,3;e;16,5;e;7490477;e;-6;e;8140650;e;-3,5;e
2023;Juni;Vereinigte Staaten von Amerika;855132,9;e;-2,8;e;13866286;e;-3,2;e;15031055;e;-0,7;e;3137010,6;e;13,8;e;7741547;e;-9,3;e;8391837;e;-6,9;e
2023;Juli;Vereinigte Staaten von Amerika;831838,1;e;2;e;13608097;e;9,8;e;15047833;e;19,2;e;3033189,6;e;5,6;e;7444456;e;-6,8;e;8232079;e;1,2;e
2023;August;Vereinigte Staaten von Amerika;787610,5;e;-15,5;e;13068018;e;-1,9;e;14255901;e;5,6;e;3013980,2;e;25,5;e;7989286;e;-4,6;e;8715512;e;2,8;e
2023;September;Vereinigte Staaten von Amerika;855823,2;e;-14,2;e;13216074;e;-13,8;e;14120053;e;-7;e;2866853;e;12,3;e;7498409;e;-10,9;e;8011300;e;-3,9;e
2023;Oktober;Vereinigte Staaten von Amerika;848300,7;e;-5,9;e;14335875;e;2,7;e;15142985;e;10,5;e;3549484,2;e;26,9;e;7973357;e;-4,6;e;8422257;e;2,5;e
2023;November;Vereinigte Staaten von Amerika;862014,7;e;-6,7;e;14184253;e;-1,5;e;15330341;e;4,4;e;3202701,7;e;6,9;e;8317153;e;-5,4;e;8989178;e;0,3;e
2023;Dezember;Vereinigte Staaten von Amerika;723296,8;e;-14,6;e;11383978;e;-8,2;e;12411952;e;-5,5;e;3927496,1;e;34,6;e;7722736;e;-1,1;e;8420099;e;1,8;e
2024;Januar;Vereinigte Staaten von Amerika;813694;p;1;p;11934147;p;-1,4;p;13014187;p;-0,1;p;3903511,6;p;18;p;7916645;p;-6;p;8633101;p;-4,8;p
2024;Februar;Vereinigte Staaten von Amerika;971866,7;p;12,9;p;13826026;p;5,3;p;14925194;p;6,1;p;3003121,1;p;-1,2;p;7542169;p;1,6;p;8141771;p;2,4;p
2024;März;Vereinigte Staaten von Amerika;826886,2;p;-5,1;p;14368070;p;-1,6;p;15620965;p;-0,1;p;3737978,3;p;8,1;p;7985774;p;-10,6;p;8682133;p;-9,2;p
2024;April;Vereinigte Staaten von Amerika;941593;p;20,4;p;14369071;p;20,3;p;15415139;p;17,6;p;3037578,3;p;6;p;7986311;p;3,9;p;8567713;p;1,6;p
2024;Mai;Vereinigte Staaten von Amerika;769313,8;p;-9;p;13268362;p;6,2;p;14345752;p;5,7;p;3476862,8;p;17,8;p;7750051;p;3,5;p;8379354;p;2,9;p
2024;Juni;Vereinigte Staaten von Amerika;734272,9;p;-14,1;p;12980457;p;-6,4;p;13965674;p;-7,1;p;2462374,3;p;-21,5;p;6931537;p;-10,5;p;7457640;p;-11,1;p
2024;Juli;Vereinigte Staaten von Amerika;854802,4;p;2,8;p;14183539;p;4,2;p;15380629;p;2,2;p;2763393,2;p;-8,9;p;8046012;p;8,1;p;8725095;p;6;p
2024;August;Vereinigte Staaten von Amerika;728202,9;p;-7,5;p;12645859;p;-3,2;p;13925620;p;-2,3;p;3040912,5;p;0,9;p;7900486;p;-1,1;p;8700016;p;-0,2;p
2024;September;Vereinigte Staaten von Amerika;868611;p;1,5;p;14605935;p;10,5;p;16221352;p;14,9;p;2876726,8;p;0,3;p;7556107;p;0,8;p;8391813;p;4,7;p
2024;Oktober;Vereinigte Staaten von Amerika;827407,3;p;-2,5;p;13360210;p;-6,8;p;14567973;p;-3,8;p;3518555,2;p;-0,9;p;7819621;p;-1,9;p;8526514;p;1,2;p
2024;November;Vereinigte Staaten von Amerika;798463,7;p;-7,4;p;14320863;p;1;p;15223077;p;-0,7;p;2921921,6;p;-8,8;p;7369423;p;-11,4;p;7833697;p;-12,9;p
2024;Dezember;Vereinigte Staaten von Amerika;828484,3;p;14,5;p;11480233;p;0,8;p;12030136;p;-3,1;p;3069640,7;p;-21,8;p;6717046;p;-13;p;7038792;p;-16,4;p
